feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,target_label,U_next
0.000064,0.651931,0.000064,0.754591,0.000064,0.805915,path_B,0.000048
0.000064,0.754591,0.000064,0.805915,0.437642,0.000048,path_A,0.195385
0.000064,0.754591,0.000064,0.805915,0.437642,0.000048,path_B,0.000064
0.000064,0.805915,0.437642,0.000048,0.195385,0.000064,path_A,0.255358
0.000064,0.805915,0.437642,0.000048,0.195385,0.000064,path_B,0.000064
0.437642,0.000048,0.195385,0.000064,0.255358,0.000064,path_A,0.323346
0.437642,0.000048,0.195385,0.000064,0.255358,0.000064,path_B,0.000048
0.195385,0.000064,0.255358,0.000064,0.323346,0.000048,path_A,0.423836
0.195385,0.000064,0.255358,0.000064,0.323346,0.000048,path_B,0.000064
0.255358,0.000064,0.323346,0.000048,0.423836,0.000064,path_A,0.545733
0.255358,0.000064,0.323346,0.000048,0.423836,0.000064,path_B,0.000064
0.323346,0.000048,0.423836,0.000064,0.545733,0.000064,path_A,0.560024
0.323346,0.000048,0.423836,0.000064,0.545733,0.000064,path_B,0.000048
0.423836,0.000064,0.545733,0.000064,0.560024,0.000048,path_A,0.627282
0.423836,0.000064,0.545733,0.000064,0.560024,0.000048,path_B,0.000064
0.545733,0.000064,0.560024,0.000048,0.627282,0.000064,path_A,0.716666
0.545733,0.000064,0.560024,0.000048,0.627282,0.000064,path_B,0.000064
0.560024,0.000048,0.627282,0.000064,0.716666,0.000064,path_A,0.761741
0.560024,0.000048,0.627282,0.000064,0.716666,0.000064,path_B,0.000048
